Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV31,OUT035,2856.5086801047446
FDR04,OUT035,1673.586805941869
FDR14,OUT049,897.407991558001
DRC36,OUT010,482.446521642823
FDE39,OUT019,299.95090981824865
FDP57,OUT049,1685.4635704170216
FDE57,OUT046,2199.399907605923
NCN18,OUT046,1781.3621419941785
NCQ05,OUT018,2098.404079601756
FDW47,OUT035,2030.8758125944312
FDV46,OUT035,2290.255732770461
NCP29,OUT045,1048.7191738536028
FDE09,OUT018,1520.4888335965256
NCU06,OUT027,5932.4122693658055
FDT19,OUT010,418.0095380138721
DRF15,OUT017,2515.729512152852
DRI51,OUT013,2766.015250850857
NCX54,OUT013,1694.5141025574978
DRE01,OUT013,3895.876947190037
NCB07,OUT045,3114.880769820951
FDU50,OUT035,1895.3767033315764
FDG40,OUT035,640.888779193567
FDW10,OUT018,2536.4771888716214
FDX51,OUT013,3402.9035950797897
NCP17,OUT045,1044.026690370903
FDP21,OUT035,3234.1625759598764
FDL04,OUT045,1671.17555822717
FDV23,OUT013,2005.5260775450838
FDF24,OUT046,1291.247709013051
FDH56,OUT027,2989.4490501785526
FDB51,OUT049,1006.7638727616904
FDI58,OUT027,2555.086941654245
FDR20,OUT013,717.3732460233107
FDC51,OUT018,1721.526425300393
FDB16,OUT027,2354.2762154083944
FDE40,OUT049,1006.2050327762408
NCM17,OUT035,713.8150647871878
FDU56,OUT035,3204.715299669293
FDS32,OUT019,333.1927487020896
FDX02,OUT049,3757.2163309473526
FDT39,OUT027,3917.9048676079437
FDE35,OUT017,927.0203235991348
NCI42,OUT019,577.8507467525369
DRL23,OUT046,1736.4293721482522
FDA10,OUT046,2015.886681045059
FDA11,OUT013,1492.3549843228689
NCM06,OUT046,2474.9717932072267
NCT05,OUT035,4613.85300541564
NCQ02,OUT010,347.00701957131014
NCY06,OUT049,2084.9493409862066
FDY56,OUT035,3800.0288391518498
FDL02,OUT035,1725.1492924574472
NCI06,OUT035,3025.5727140231215
FDQ14,OUT045,2354.6767275988964
FDQ12,OUT017,3980.5687339274136
FDP36,OUT046,789.302769536346
FDK21,OUT027,6419.241040172099
FDO40,OUT045,2324.887052736575
NCK54,OUT019,306.9995403712487
FDY09,OUT018,2550.3776457927324
NCW30,OUT049,3895.860149353204
NCC55,OUT027,1065.8758713555646
FDE58,OUT018,1640.9440843820194
FDR39,OUT013,3152.738127378505
FDU28,OUT049,3132.8632248747044
FDH08,OUT017,4172.602157574616
FDG35,OUT045,2822.691064497859
FDG22,OUT049,643.6729294919112
FDC34,OUT035,2556.4607673548358
FDP15,OUT018,3601.4498902253745
FDK34,OUT010,679.4285176345918
FDU45,OUT035,1938.8186442813687
FDQ04,OUT027,1100.4568807562239
FDX22,OUT018,3027.860258196691
FDB45,OUT017,1796.9238204655355
NCH43,OUT027,5537.688226713079
DRE60,OUT046,3669.326848367437
FDD17,OUT027,6221.739101923107
NCM54,OUT017,2109.5127668993327
NCH55,OUT013,2089.014642557234
NCT06,OUT017,2750.5303736640044
FDA48,OUT027,5651.8586392872585
FDY58,OUT027,6242.643336773982
FDO25,OUT045,3461.8499746087236
FDN50,OUT045,1529.611583506624
FDH35,OUT035,2798.7216402240833
FDK09,OUT045,3707.0290940140185
FDO16,OUT013,1285.9105069760199
FDW11,OUT045,1045.8882621726361
FDU47,OUT027,3551.6082540950974
NCQ42,OUT010,306.5551373031815
FDK55,OUT027,2391.1032787915624
FDN08,OUT049,1866.2938435141796
FDT57,OUT045,4098.990240921095
FDJ12,OUT018,3012.4101514877766
DRL59,OUT017,913.2842887918011
NCN53,OUT046,613.5011548198461
FDO51,OUT010,73.32466311559028
FDK56,OUT017,3148.494478654402
FDY12,OUT035,874.7011426364511
FDU15,OUT035,689.4862903036972
FDQ19,OUT046,3738.521834405844
DRF15,OUT045,2479.125356174789
DRE25,OUT019,255.36290258248368
FDK57,OUT018,1639.759433857656
FDD33,OUT010,630.9571600450377
FDR34,OUT027,6373.157912204264
FDU04,OUT045,2027.9920458077972
FDE35,OUT019,148.10290217828447
NCD31,OUT035,2809.419923932134
FDJ56,OUT035,1638.3964138149888
NCU53,OUT046,2621.8936581751022
FDD39,OUT035,3645.688139412631
NCU17,OUT019,288.471500508429
FDJ20,OUT046,2007.6599753213966
NCW41,OUT018,2255.9352539447464
FDL52,OUT035,652.4302591114445
FDS39,OUT035,2356.988126028502
DRJ47,OUT045,2903.5880799490824
FDP13,OUT010,68.14232267308671
DRK39,OUT010,205.64242673697663
FDF28,OUT010,308.28594733905925
FDB09,OUT045,2005.9912088731576
FDM51,OUT046,1622.0177986157873
DRM49,OUT018,588.5576496809049
DRF23,OUT013,2880.0172202916124
DRH01,OUT035,2908.7027075695773
FDH12,OUT027,2814.9273506936547
FDA28,OUT019,317.77988153000933
FDW37,OUT018,1262.1038983725175
FDF02,OUT046,1690.712748043942
DRL37,OUT046,650.3433021104886
NCF43,OUT046,2178.774804521241
FDH08,OUT010,683.0639008799296
FDR34,OUT019,615.5645878228086
NCK19,OUT049,3321.3114917198563
NCD55,OUT018,450.1317632990988
FDT27,OUT049,3893.2334380352804
FDQ57,OUT045,2331.842075336724
FDA47,OUT035,2648.041014387315
DRG15,OUT027,1854.5276657508086
FDE05,OUT018,2046.8700957361036
FDN46,OUT046,1625.6817387574833
FDX27,OUT027,2474.1846050010604
FDT51,OUT045,1746.292993628521
FDU33,OUT013,709.3297211844861
FDJ16,OUT027,1699.173598948549
FDD20,OUT019,329.77523717394934
FDT36,OUT049,670.9750766585178
DRF15,OUT027,3972.621874620012
FDN52,OUT010,196.85116100764435
FDC22,OUT027,5213.772494273371
FDX15,OUT045,2596.350363425487
FDT13,OUT013,3275.1301702473347
FDU04,OUT017,2163.3374791980077
FDU31,OUT019,619.4018929690742
FDW59,OUT027,2300.731868024067
NCO29,OUT046,2648.9579281812194
FDL15,OUT035,2497.8905432132196
FDI41,OUT049,2366.6341903186603
FDQ48,OUT049,1614.7203354950045
DRI39,OUT013,892.435898765337
FDI08,OUT013,4067.9132716910685
FDC21,OUT049,1764.882341543458
FDF58,OUT035,1139.6812481881582
FDS08,OUT010,425.93160967002564
FDE47,OUT045,2024.9025070128728
NCP18,OUT019,375.4339939251381
NCR41,OUT013,1512.0220226659396
FDA27,OUT013,4215.918582736983
FDA43,OUT035,3218.7781395848897
FDA49,OUT045,1345.2205420388475
NCE55,OUT018,2615.5421770569164
DRM49,OUT027,1278.094980812395
FDF22,OUT027,5628.951031121245
FDQ15,OUT018,1112.2590353055364
NCS54,OUT017,3035.3017974208205
NCY05,OUT013,615.0022301675974
FDR45,OUT046,3937.1591108954353
FDK57,OUT049,1978.8269264360638
FDF41,OUT010,580.6817823455767
FDV21,OUT046,2035.0158852086188
FDD51,OUT046,751.7955044306775
FDF33,OUT046,1839.8848332567602
FDA38,OUT046,4363.744281858388
FDR56,OUT045,3110.5756794575627
NCN41,OUT017,2021.6060197992956
FDC60,OUT027,2339.781588963659
FDB47,OUT045,3364.356229901179
DRH01,OUT013,2893.523589260166
FDW08,OUT046,1693.7774840146408
FDF38,OUT027,1113.4417567407297
FDY32,OUT017,2636.200177259999
FDG34,OUT049,1770.1189293575426
FDG47,OUT019,476.4100010888128
NCF18,OUT035,3188.8848750464745
FDL39,OUT019,500.09684076656754
NCH55,OUT035,2120.4480000076987
DRJ35,OUT049,1011.6526908886776
FDS44,OUT035,3850.844278135123
DRE01,OUT018,3745.613658490465
FDY39,OUT013,3127.6600768681274
FDY32,OUT018,2334.3971133523464
FDR33,OUT027,2917.504912814863
NCP50,OUT049,1294.0221731330973
FDZ47,OUT018,1387.1725134967087
FDU57,OUT049,2419.503327208153
FDY44,OUT013,3160.454593398994
DRH59,OUT018,948.9993003262703
FDB03,OUT027,6008.660698883638
FDY46,OUT045,3099.407016608654
FDM39,OUT045,2893.6778374312753
FDY36,OUT035,1237.9789858625702
NCM55,OUT035,3403.6906925691683
FDJ50,OUT010,88.12045678868253
DRL60,OUT013,2443.490795477781
NCJ54,OUT049,3928.6532919107012
FDX59,OUT017,640.8269267909375
FDI07,OUT013,3352.2849268802092
DRF51,OUT010,70.70560602433216
FDM14,OUT017,1885.4739494911541
FDP21,OUT045,3045.3596945762556
FDE40,OUT035,1092.0393087933178
FDE05,OUT035,2430.343562728446
FDM13,OUT027,3403.017542851212
FDC34,OUT027,4058.7865879140118
NCI55,OUT018,1764.626890965567
NCE43,OUT018,2454.2943590035625
FDW58,OUT018,1425.06190735417
FDG60,OUT045,3862.547780275419
FDV31,OUT017,2872.4813449982485
FDR47,OUT013,3169.079228033577
FDM60,OUT019,62.801619519888845
NCF06,OUT018,3517.7902757269094
NCN26,OUT027,3114.454325562836
FDQ59,OUT049,1376.9906360873963
FDF09,OUT046,654.7242740464314
NCS06,OUT017,4386.477609823086
FDT44,OUT046,1884.5791896890692
FDI19,OUT017,4050.570243405696
FDT22,OUT017,1017.8718532259679
NCF54,OUT027,4581.522624513578
DRG25,OUT045,3185.9514323035023
FDB59,OUT017,3465.0363106221225
FDQ37,OUT017,3524.9485741549024
FDP56,OUT035,782.3004631189619
FDW44,OUT035,2923.340603400427
FDJ26,OUT010,575.0940711331639
FDU43,OUT018,3401.2568711396543
FDW33,OUT045,1664.061123953214
NCX53,OUT027,3712.1319313100967
FDN56,OUT010,365.3825072673908
DRF15,OUT049,2465.3786783098626
FDO33,OUT017,1871.2479365900892
FDZ39,OUT010,230.7888996860827
NCJ19,OUT017,905.639412051531
FDU01,OUT035,3193.516549213288
FDT12,OUT035,3823.0142474766544
NCM18,OUT018,861.1347448289591
FDP19,OUT017,2092.6339696716036
NCR42,OUT049,643.2532071980356
FDN10,OUT046,1908.2207936888587
FDG44,OUT017,891.3639261000294
FDQ10,OUT046,2837.903567344519
DRH13,OUT049,1735.8210126835747
FDT52,OUT013,4060.2422781356017
FDM56,OUT045,1746.1954585204903
NCO43,OUT010,264.71961029163344
NCV29,OUT035,2997.8536741010707
NCF06,OUT013,4255.681958756726
FDO50,OUT035,1497.8319434680257
FDT59,OUT013,3940.2200069705164
FDX40,OUT027,1081.032181608512
FDE50,OUT017,3375.4919868156276
FDX51,OUT017,3615.2737519986076
NCD30,OUT018,1342.1197759078232
FDK15,OUT013,1635.416026643735
FDL12,OUT045,1010.6662905813696
FDK46,OUT017,4370.209126211801
DRH49,OUT010,167.58758575314187
FDQ57,OUT046,2332.537693823104
FDY59,OUT017,1539.1446369708337
FDO09,OUT018,3748.925809623012
NCG30,OUT035,2056.9453290387055
FDM09,OUT017,2760.3240217924335
NCN17,OUT027,2716.947204261859
NCS42,OUT013,1434.2443133427846
FDD02,OUT019,306.3056566415653
FDE34,OUT013,3065.4735412569416
FDU38,OUT045,3154.4280777707636
FDB33,OUT046,2587.2151932525817
NCJ29,OUT017,1401.0116986374264
FDZ27,OUT035,860.037937034037
FDI40,OUT013,1607.554751525307
FDG22,OUT013,637.2953423695251
FDT51,OUT017,1906.976849841559
FDF20,OUT018,2944.4094431253734
FDV50,OUT035,2051.3087439254705
FDT02,OUT049,659.6713060244404
DRC49,OUT017,2375.0971746576006
FDF26,OUT049,2444.5941914105124
FDV52,OUT035,1951.4687415346937
FDX59,OUT049,640.9545309079169
FDV25,OUT035,3796.1425529676026
FDW23,OUT027,1101.7605218643855
FDE53,OUT018,1442.9676764555156
FDA19,OUT017,2150.1157535439525
FDH22,OUT046,2043.983815414879
NCO41,OUT013,1568.1083813525756
FDX12,OUT017,4523.246693131719
FDF17,OUT013,3255.648549651849
FDS11,OUT045,3879.794059915983
FDR51,OUT035,2442.528122204778
FDT49,OUT010,253.15696586137392
FDC56,OUT013,1969.504525248567
FDR13,OUT027,3038.229185090814
FDQ60,OUT035,1989.3168526309164
FDN38,OUT049,4041.0219309334366
NCL29,OUT013,2567.958277210154
FDO13,OUT027,4281.566673370891
FDE26,OUT018,2070.1220048222744
FDA31,OUT010,426.7775405087468
FDX14,OUT035,1213.5651323703057
FDA34,OUT045,2913.6011154782
FDF26,OUT013,2451.5610153297166
FDE38,OUT045,2713.879888606752
DRI11,OUT046,1842.2239065865085
FDQ60,OUT027,3036.1868080373115
FDL21,OUT027,1045.8967787218612
DRC12,OUT027,5310.818543589561
FDC47,OUT046,3712.6672049448434
FDE57,OUT045,2125.4299155284034
FDT14,OUT045,1946.9601308600336
NCZ53,OUT046,3365.918558046227
FDE28,OUT018,3613.033555670405
FDR19,OUT035,2354.6348283761254
NCF54,OUT019,409.11832403694257
FDZ08,OUT046,1294.8869536996003
NCJ05,OUT018,2211.1910624429324
FDF59,OUT046,2093.010206652524
NCO05,OUT035,1649.5673356986324
FDW24,OUT018,587.896491798135
NCX42,OUT018,2372.0847431913826
NCA53,OUT035,875.9591291804675
FDI45,OUT019,400.0701791435058
FDG46,OUT046,1831.3815030808494
FDM20,OUT010,571.3252622411796
FDW11,OUT010,141.65429644030291
FDX08,OUT035,3158.1289417782964
NCK17,OUT035,672.4708574114695
FDK32,OUT018,2178.4085173848903
NCA42,OUT035,2674.1164874590722
DRI01,OUT035,2978.134231199116
NCL55,OUT049,4493.862808401504
DRE25,OUT018,1301.9691438027235
FDD14,OUT017,3143.290810433595
FDB10,OUT046,3883.8631084290464
DRN11,OUT035,2465.2831031741757
FDP38,OUT018,583.939159662845
NCA30,OUT017,3157.4294437445747
FDT15,OUT017,3174.31404147573
NCP55,OUT018,660.3579452968029
FDF12,OUT035,2423.895832860687
FDM21,OUT018,3722.038719526732
FDX56,OUT035,3464.894471159825
FDF10,OUT017,2385.1060088306185
FDT32,OUT045,3046.1705071081974
FDM51,OUT018,1377.3377637683939
NCR50,OUT018,2210.56733772614
FDI19,OUT049,3974.512239121538
FDX21,OUT017,1749.3526039388812
FDR31,OUT035,2413.86238978726
FDY02,OUT013,4195.111167285525
NCA29,OUT045,2716.548134153353
NCX17,OUT046,3851.156095267117
FDM12,OUT045,3140.0069807353266
FDI53,OUT027,4075.6561532493174
NCU30,OUT049,2645.77621215217
FDC56,OUT027,3177.002173865504
FDK27,OUT018,1720.7603383556998
NCK18,OUT017,2929.59410181178
FDB52,OUT019,681.4702841457749
DRG25,OUT027,5262.640006278004
FDZ13,OUT049,851.195809135234
FDB57,OUT019,656.1016315615234
FDR40,OUT046,1270.101427050361
NCO14,OUT019,65.21302034581049
NCN19,OUT045,2841.88100353768
FDQ28,OUT019,366.2309334265774
FDO13,OUT018,2668.751488976863
FDK48,OUT013,1197.6635153401132
FDU07,OUT018,2172.1251974057363
FDW20,OUT046,2002.8454766457014
FDV12,OUT010,250.78335079165777
FDH24,OUT013,2592.3593825643334
FDV59,OUT049,3779.7553030834665
FDK57,OUT045,1890.80064761409
FDL16,OUT027,1252.0792186236945
NCQ17,OUT046,2512.1359511773962
FDJ15,OUT018,2886.6134948839003
FDX24,OUT049,1466.042838202924
FDT47,OUT046,1552.8049624375121
FDT10,OUT049,1007.7020666433375
FDZ37,OUT018,1148.245957898769
FDW43,OUT027,6350.988396263633
DRN36,OUT017,1547.9170416115364
FDJ14,OUT045,1245.033356234629
FDA32,OUT013,3600.389967808007
FDJ38,OUT019,520.2381266319123
FDQ57,OUT017,2417.7616464208995
NCQ41,OUT019,522.5673237309541
FDG56,OUT049,991.4249045585691
DRC13,OUT027,3333.0100694936145
FDV55,OUT035,2376.0210537928237
FDQ49,OUT045,2603.1335849246607
FDE29,OUT010,138.9324641671426
FDR03,OUT013,3324.2144466791333
FDD45,OUT049,1495.4833211985774
FDN38,OUT010,646.8573115342081
FDT56,OUT046,950.7640479490572
FDT48,OUT045,3236.0437372728966
FDU03,OUT049,3073.1966672299945
FDC56,OUT010,284.77179817901265
NCO43,OUT027,2665.022357415814
FDQ27,OUT017,1647.8110519785591
FDR03,OUT046,3077.582531339777
DRH23,OUT010,141.6699481016292
FDG22,OUT045,620.6293734638091
NCJ42,OUT013,1672.3222497020975
FDR24,OUT046,1431.3337677215081
FDW60,OUT035,3084.9495965317215
FDJ08,OUT013,3130.352691490274
DRL59,OUT018,630.277305386538
FDG60,OUT010,633.253585287498
FDW27,OUT017,2555.509120416941
FDX14,OUT018,1031.8086683937377
FDC20,OUT013,836.758660950811
NCS29,OUT018,3754.278384532615
FDJ56,OUT046,1622.4954600631668
FDB20,OUT019,182.85220088293977
FDL28,OUT027,5988.847084641078
FDW01,OUT018,2184.116092355552
FDL03,OUT046,3274.694360643359
FDX22,OUT049,3475.091874240754
FDJ21,OUT035,2402.1717070654063
FDR31,OUT045,2339.825174113319
FDG21,OUT035,2680.469893562559
FDS22,OUT027,1119.8866928193822
FDK08,OUT035,1629.4201526484917
FDE17,OUT018,2173.3462859735364
NCN30,OUT017,1628.4502595132435
FDT50,OUT046,1585.1183963025228
NCX42,OUT049,2700.220302778031
FDJ12,OUT035,3507.2367799522717
NCA18,OUT027,3047.3381519026025
FDP23,OUT019,632.669159169325
FDX12,OUT013,3979.651779904927
FDN40,OUT018,2181.290288654928
FDV48,OUT035,1269.1591028864098
NCY54,OUT013,2768.9885916746443
FDL16,OUT010,87.31459344682844
FDR45,OUT018,3354.2958837300284
FDJ52,OUT046,2653.074143398567
DRG01,OUT017,1235.9350811537424
FDP52,OUT013,3970.1287024772755
FDU58,OUT017,3239.6230681156503
FDL02,OUT045,1677.1573779649796
FDG28,OUT013,4037.599142652125
FDA19,OUT035,2115.169388406544
FDW46,OUT027,1903.6708957532737
NCD43,OUT049,1689.0721227008066
DRG39,OUT013,760.2417787165728
NCF55,OUT049,635.3306678791998
FDJ07,OUT046,1915.015438205285
FDE08,OUT046,2382.254503765825
FDP56,OUT019,99.70306349326756
FDT45,OUT045,798.1982527920743
FDF17,OUT018,2870.8533175425778
FDX44,OUT046,1371.841685205156
FDM28,OUT027,4995.096853271392
FDI36,OUT049,3289.8954955555882
FDS07,OUT045,1821.8535419760756
FDD36,OUT045,1928.9990505465587
FDW11,OUT046,969.8093928396222
FDN40,OUT049,2496.098911050682
NCQ18,OUT049,1588.2712073448665
NCQ54,OUT017,2915.0670513463588
NCS42,OUT045,1432.8583808886292
DRH39,OUT010,193.73121412523528
FDC09,OUT027,2754.5597852453793
FDT08,OUT010,361.509460601568
FDC08,OUT035,3830.261834320553
FDT20,OUT017,651.7323947368063
FDS35,OUT035,1097.4984220238157
FDX58,OUT018,2783.256878243607
FDW58,OUT046,1686.1126923143856
DRD27,OUT046,1605.1345133749903
FDH32,OUT019,253.74816844867655
FDS26,OUT035,4245.616476444537
FDQ31,OUT046,1364.1773991370478
FDP11,OUT018,3380.2583145154595
FDD58,OUT017,1644.430415440163
FDM33,OUT045,3423.7501258826564
FDZ16,OUT049,3127.908963888713
NCS29,OUT010,668.2838403007897
NCM18,OUT019,155.47055137814436
FDP11,OUT049,3738.6741844944154
NCC42,OUT017,2229.930620553798
DRM23,OUT046,2883.6959418585475
NCN55,OUT027,6083.462795566769
FDK46,OUT013,4366.34323771762
FDR01,OUT046,3294.72679079295
NCA05,OUT045,2447.774336464074
NCP43,OUT017,3146.0398238809485
FDR12,OUT010,448.6968158640325
FDQ01,OUT013,4002.7292065749643
FDM13,OUT046,2110.2337421639763
FDQ19,OUT017,4044.846984311326
FDK56,OUT019,487.61181551300115
NCX06,OUT010,520.7958679928574
FDO56,OUT027,3129.1863498564917
FDU45,OUT045,1790.0250511886459
FDI16,OUT019,123.0634056150052
FDL32,OUT046,1835.1044994243987
FDA07,OUT046,2015.8961590353683
FDA14,OUT045,2338.699605863847
FDV46,OUT027,3529.20591321526
NCO07,OUT035,3448.7883424110205
NCP41,OUT046,1693.3497166573447
FDY60,OUT018,1927.8170749474384
FDN38,OUT017,4141.318109493478
FDO15,OUT046,1134.4643642571948
FDT60,OUT013,2021.9121500673957
FDA55,OUT035,3886.03940300606
FDE02,OUT010,227.21641047347634
DRJ39,OUT049,3660.6029168442537
FDV34,OUT035,1241.7568864734558
FDS20,OUT027,5090.426835355087
FDF02,OUT027,2741.9038888707937
FDW40,OUT017,2313.130679690019
NCB43,OUT046,3047.617411369576
FDR58,OUT017,1502.2549458169333
DRJ59,OUT035,751.0601882115723
NCD30,OUT017,1660.1263276674945
FDE14,OUT017,1609.1516404026488
FDC28,OUT018,1479.4800546163774
FDU16,OUT018,1111.2293803333873
NCD19,OUT035,984.8940453957887
FDU21,OUT046,646.0120726439109
FDV59,OUT027,5797.98071185843
FDU03,OUT045,3007.2956284531383
FDC33,OUT010,563.8907180750696
NCR42,OUT035,654.5371263127372
DRH59,OUT035,1236.287176565586
NCM31,OUT035,2329.0708576527013
FDS50,OUT035,3794.182676596951
FDP39,OUT046,827.3941070966832
FDQ55,OUT013,1863.0956034776586
FDV36,OUT019,291.2400744464635
FDI05,OUT027,2119.9468530416943
FDS45,OUT027,2802.810871743887
FDA39,OUT045,637.8939775517199
FDC37,OUT010,243.6627712724694
FDJ60,OUT027,4441.9244998477625
DRQ35,OUT046,2033.4747430514237
NCJ06,OUT046,1950.107459832014
NCY42,OUT018,2055.9917657398873
DRM37,OUT049,3241.7550577065913
FDR14,OUT045,810.6467342926492
FDE51,OUT049,740.6219815317925
FDT33,OUT017,2824.8908173808013
FDR08,OUT013,1824.0913223817697
FDE36,OUT010,427.40816022301215
FDL22,OUT019,220.93212230109816
FDR44,OUT013,2111.321963174783
FDI56,OUT019,230.71732750068531
FDE47,OUT010,309.9464272030525
FDV27,OUT010,209.06312267095518
FDV10,OUT049,688.7810279610244
FDC40,OUT045,1222.2714226578155
NCX41,OUT013,3591.144662882881
NCQ38,OUT027,2718.719838357658
FDV12,OUT027,2721.395275261896
FDE52,OUT017,1455.440111542232
FDG20,OUT027,4659.422218080307
FDV16,OUT027,1069.3095313792783
FDI32,OUT017,1876.4159929177301
FDJ32,OUT049,1058.2901634613859
FDN39,OUT018,2537.269908883086
FDY34,OUT017,2940.54872280841
FDC14,OUT035,675.7825207013698
FDA55,OUT017,3881.1934284824156
FDZ50,OUT010,531.4364543147842
DRG13,OUT049,2730.3097135895523
FDP01,OUT013,2414.766925435139
NCG54,OUT017,2847.641730286032
FDM13,OUT045,2119.5273356583843
NCO18,OUT027,4837.0607679778495
NCW41,OUT013,2522.1297045459182
FDM52,OUT027,3888.8150481780167
NCF55,OUT035,668.4387524331516
FDT09,OUT046,2154.023979139236
NCM19,OUT035,1869.5071106067755
FDW12,OUT018,2129.579515106179
FDP15,OUT019,675.3792244075617
FDK36,OUT045,779.1438921589599
FDZ25,OUT035,2977.921397506776
NCW06,OUT049,3229.3740554736482
FDW60,OUT046,2989.2601628435914
DRC49,OUT013,2342.471557712668
NCT17,OUT035,3225.158442699585
NCN06,OUT018,2362.6133767253837
FDC45,OUT013,2760.3268925700095
DRJ47,OUT019,444.2100839281695
NCF06,OUT045,4069.10992129927
FDE21,OUT010,297.7209014837367
DRG27,OUT013,673.7456962012682
FDW40,OUT049,2221.182283224546
NCO53,OUT046,3132.3467582351514
FDE23,OUT049,707.1973658654026
FDQ16,OUT046,1719.4509022861955
FDS26,OUT045,4080.114460414954
FDZ13,OUT010,105.7575071538472
FDS14,OUT049,2529.643015579959
FDC10,OUT045,1864.850465848605
FDY16,OUT049,3103.6072506736655
FDJ20,OUT035,2066.2527031596915
FDV43,OUT035,699.5189965291434
FDZ32,OUT027,2830.539877269966
FDR23,OUT046,2855.844902163476
FDN24,OUT035,863.1819640022654
FDE34,OUT027,5015.680829043538
FDU31,OUT013,3546.386823971353
FDW33,OUT018,1490.1430839656887
FDU26,OUT046,1850.8169491221681
FDE20,OUT027,4382.882040880168
NCW05,OUT035,1742.084174865628
FDB22,OUT018,2186.220157738762
FDO56,OUT046,1880.7021733193792
FDA19,OUT027,3352.6449407263403
DRI39,OUT045,884.5609255510733
FDH52,OUT018,796.4222103944383
FDZ50,OUT035,3197.210549369218
NCN42,OUT035,2527.6920850953247
FDB53,OUT013,2369.641071908954
DRG11,OUT017,1769.8680135032164
DRK11,OUT027,3825.1771235663464
FDQ60,OUT017,2044.0197628170724
FDT36,OUT017,669.4779886263741
DRG25,OUT018,2826.9610216576784
DRJ23,OUT046,3337.680221810112
FDG05,OUT035,2603.4618804339516
NCK06,OUT018,1666.3747319341296
FDU52,OUT017,2543.8046500778287
FDW07,OUT018,1184.5024428305837
NCM17,OUT045,692.3933667690196
FDA22,OUT045,2827.107620223561
NCA41,OUT018,2826.698118449901
FDF38,OUT035,747.4357093846324
FDH52,OUT046,1020.9013205604124
FDY58,OUT019,575.0415758086181
FDZ16,OUT045,3079.4600064310825
NCM18,OUT017,1071.651626706275
FDA22,OUT018,2517.582889632347
NCJ43,OUT035,2998.0427796279373
FDI34,OUT027,5870.4582084949325
FDG56,OUT046,1006.0736120081713
FDS34,OUT046,1857.4672166801813
DRC01,OUT035,887.577196776544
FDQ04,OUT035,687.7337067947092
FDK04,OUT035,956.3255537208713
FDT51,OUT049,1755.3793048733232
FDV26,OUT017,3312.671386013216
FDS04,OUT049,2190.4612157083025
FDW43,OUT018,3356.4073120753446
FDQ28,OUT010,379.0144848024936
NCK06,OUT017,2124.862743296863
FDS23,OUT018,1920.757429018222
FDZ36,OUT019,515.8806446382109
FDE56,OUT018,863.1189751946515
FDW10,OUT027,4563.303223700146
NCN14,OUT045,3102.6901494199856
NCQ18,OUT045,1556.0464355683148
FDW08,OUT017,1725.842955201002
FDU43,OUT035,4044.2598853481154
FDR33,OUT010,260.9579384919034
FDM24,OUT010,380.70215605140925
NCZ05,OUT046,1648.1143332135348
NCV41,OUT035,1950.9880487798978
FDV11,OUT018,2607.4571414286834
NCY05,OUT035,651.8383588460817
FDV44,OUT018,2825.306088539209
FDW32,OUT049,1319.1662706253994
NCU18,OUT027,3658.8269807151164
NCC43,OUT035,4176.8936156294185
FDW19,OUT013,1798.4377407422667
FDN31,OUT035,3223.9660190540567
FDI48,OUT045,751.2318621812317
FDS24,OUT017,1469.4325575785356
FDF46,OUT049,1854.3241547272785
DRG23,OUT017,2477.464576584145
FDG14,OUT018,2168.518499488809
NCY30,OUT049,2974.962698711694
FDO28,OUT018,1695.9129187480216
DRD24,OUT035,2364.277433531805
FDI33,OUT049,1423.1710118467704
FDN32,OUT046,3136.4559915623367
FDR16,OUT045,3410.663019762505
FDF26,OUT046,2454.8231414930524
NCN29,OUT018,574.7267186486076
FDE20,OUT045,2831.231420822168
FDA46,OUT046,3130.7287568521324
FDU28,OUT045,3074.950528560821
FDQ48,OUT045,1558.1789351222915
FDV36,OUT013,2082.013334195055
FDR14,OUT018,665.3573750269884
FDP23,OUT017,3887.00569773405
FDP56,OUT013,799.0089062984034
FDK48,OUT010,168.54419028226516
FDR48,OUT046,2436.7752758407955
NCY29,OUT049,937.3959415260845
FDM22,OUT018,666.9608176152185
DRJ01,OUT013,2642.307110904027
FDZ43,OUT045,3943.9760412745873
FDV03,OUT035,2531.7199336807353
FDX11,OUT027,4933.975854548968
NCA41,OUT027,5244.768174936935
FDE38,OUT017,2828.131696975714
FDI27,OUT018,543.0568802293103
FDN32,OUT013,3155.433316507793
NCN43,OUT017,2165.38287355769
FDB47,OUT027,5350.6845739226865
FDV03,OUT017,2554.4750684735527
NCN30,OUT045,1554.613127028756
NCV54,OUT010,290.17723227938995
FDV07,OUT013,1739.4439051021072
FDP07,OUT049,3220.598195618759
FDK48,OUT018,889.5822164944075
FDM15,OUT019,384.9902862015688
FDY19,OUT027,3127.7732518487987
FDK46,OUT046,4289.69811750259
FDY11,OUT045,1104.6848261623159
FDH09,OUT046,771.994778831182
FDO08,OUT027,4345.911746470771
FDU14,OUT013,4196.3082042236665
FDD22,OUT027,2958.236668478564
FDM27,OUT017,2596.4271911147134
FDL02,OUT027,2785.5060515328087
NCA17,OUT035,2413.2885319553307
FDE38,OUT019,426.04171409696164
NCG07,OUT049,3171.6150611682615
DRC27,OUT013,4029.788480425439
FDA27,OUT035,4209.368050107268
